,name,hand,height,rang,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,Return Rating, % Serve Return Points Won, % 2nd Serve Return Points Won, % Return Games Won, % Break Points Converted,Under Pressure Rating, % Break Point Saved, % Break Points Converted Pressure, % Deciding Sets Won, % Tie Breaks Won
559,karen khachanov,R,198.0,,57.0,29.0,0.35257332263133073,0.18308060198367385,0.37029448080450206,0.5639170527328422,0.8136995408076556,0.6248570950832717,55.26315789473684,0.6523689635121812,135.6,28.1%,48.7%,19.6%,39.2%,197.0,63.5%,39.2%,52.4%,41.9%
561,yuichi sugita,R,173.0,,5.0,1.0,0.2990667012233372,0.053566433566433556,0.13999999999999999,0.49333333333333335,0.7133333333333333,0.6026425099425541,37.8,0.6027646192370011,,,,,,,,,,
565,daniil medvedev,R,198.0,,76.0,56.0,0.4119672475680357,0.30948273023787454,0.4394280120408302,0.4943008563074354,0.8488980808931602,0.5966255456284633,50.53947368421053,0.6808124054314265,157.6,30.6%,55.6%,28.0%,43.4%,219.3,61.2%,43.4%,45.0%,69.7%
566,thiago monteiro,L,183.0,,10.0,2.0,0.38458960111482154,0.2472210550887021,0.37412698412698414,0.4015873015873015,0.7039787581699347,0.6419175428207787,64.6,0.6121321160059618,,,,,,,,,,
567,jared donaldson,R,188.0,,1.0,0.0,0.24324324324324326,0.0,0.0,0.16666666666666666,0.2857142857142857,0.47368421052631576,2.0,0.45614035087719296,,,,,,,,,,
568,frances tiafoe,R,188.0,,50.0,23.0,0.3530873915508171,0.2033735480206068,0.3853871128871129,0.5271075036075037,0.7881143745143747,0.6591196756298352,58.42,0.6438297576253126,132.7,26.5%,49.3%,18.5%,38.4%,184.0,57.5%,38.4%,30.4%,57.7%
571,marius copil,R,193.0,,25.0,7.0,0.30431767552007133,0.11222900302312067,0.32749206349206345,0.562475690975691,0.7633966066613124,0.5687129313894423,67.64,0.6325435790235843,,,,,,,,,,
572,norbert gombos,R,193.0,,3.0,2.0,0.2911532819948662,0.13852813852813853,0.3111111111111111,0.5988095238095238,0.7568542568542568,0.605839442681548,59.666666666666664,0.6354652223073276,,,,,,,,,,
573,thomas fabbiano,R,173.0,,26.0,8.0,0.3418790290206587,0.1711003811003811,0.3699633699633699,0.5487925002348079,0.749020147775804,0.658935741039473,90.76923076923077,0.6194354427230914,,,,,,,,,,
574,andrey rublev,R,188.0,,54.0,36.0,0.40026843805269674,0.27056354131732524,0.44285547725090213,0.6092836176169508,0.8140799005457586,0.5924011704557929,51.7962962962963,0.6512450995187405,145.3,29.2%,54.6%,25.0%,36.5%,220.7,61.2%,36.5%,75.0%,48.0%
575,henri laaksonen,R,185.0,,13.0,4.0,0.3361782243389863,0.13211953581863084,0.2708893670432132,0.5316706169647346,0.7308593555765501,0.581362927727523,46.30769230769231,0.614575654887259,,,,,,,,,,
576,alessandro giannessi,L,183.0,,2.0,0.0,0.37234042553191493,0.23214285714285715,0.7142857142857143,0.6027777777777779,0.6057692307692308,0.6824280558897011,28.5,0.5655593596742852,,,,,,,,,,
577,denis shapovalov,L,185.0,,65.0,38.0,0.35245655379959795,0.19280249812080047,0.35917662402956524,0.5635859653167347,0.8506364308876398,0.5983825825455322,55.0,0.6723589675075422,133.5,29.2%,47.1%,19.1%,38.1%,215.4,65.3%,38.1%,60.0%,52.0%
578,laslo djere,R,188.0,,40.0,19.0,0.3594048916269295,0.20941361334743686,0.38188061938061946,0.5049669754265345,0.7516162350721176,0.6066632437293721,72.775,0.6176733871306316,132.6,28.7%,48.0%,20.0%,35.9%,211.8,59.2%,35.9%,72.7%,44.0%
579,marton fucsovics,R,188.0,,44.0,20.0,0.3858180418982744,0.24976758467298457,0.40791956944694535,0.5300117674376567,0.7458205288666229,0.5784294070054703,52.88636363636363,0.6129736181875387,142.6,32.2%,49.4%,24.9%,36.1%,189.5,58.2%,36.1%,33.3%,61.9%
580,stefanos tsitsipas,R,193.0,,78.0,53.0,0.35794786796040956,0.20792882558661155,0.3730888249096949,0.5389797880182495,0.8549344473061641,0.6421893297424094,46.85897435897436,0.6834332703030732,132.4,29.2%,47.2%,19.6%,36.4%,224.4,65.0%,36.4%,51.9%,71.1%
581,tennys sandgren,R,188.0,,29.0,13.0,0.34989995239077254,0.19085633118487821,0.3477667925943788,0.5309561128526645,0.771745351541189,0.6032687431805158,104.96551724137932,0.6320078687229904,128.4,27.2%,46.6%,17.8%,36.8%,168.0,58.8%,36.8%,33.3%,39.1%
582,maximilian marterer,L,191.0,,13.0,4.0,0.3269879030451498,0.16933020528338255,0.3675213675213675,0.5349261849261849,0.7606225342847416,0.6463171405501017,85.15384615384616,0.6297707589746593,,,,,,,,,,
583,nicolas jarry,R,198.0,,38.0,18.0,0.3305308823898253,0.16627035060298112,0.43780284043441936,0.5347423044791466,0.8054181986457529,0.6237159946491193,68.52631578947368,0.6486351741854685,129.9,25.9%,44.9%,15.9%,43.2%,207.5,64.3%,43.2%,50.0%,50.0%
584,roberto carballes baena,R,183.0,,34.0,16.0,0.3843173673578204,0.26176564688675413,0.4301472220589867,0.5818245480010186,0.7454014466785365,0.617312830639763,83.76470588235294,0.6084858802537302,155.9,32.2%,50.0%,26.9%,46.8%,200.9,61.2%,46.8%,50.0%,42.9%
585,mirza basic,R,188.0,,3.0,0.0,0.31692863380169883,0.14935064935064934,0.5231481481481481,0.3717948717948718,0.6984848484848486,0.6196832216090762,77.33333333333333,0.5978716837647989,,,,,,,,,,
586,matteo berrettini,R,196.0,,67.0,43.0,0.346845106170904,0.18883339128963653,0.3879151479678256,0.580660011630161,0.8769887279472969,0.6206956941793162,52.35820895522388,0.6977816583835836,130.2,27.3%,47.5%,17.9%,37.5%,222.7,68.8%,37.5%,60.0%,56.4%
587,cameron norrie,L,188.0,,46.0,21.0,0.3491197018459634,0.20347190498989595,0.35477090605809136,0.5798178430691221,0.7540802796237578,0.659531838488581,80.71739130434783,0.6160510194652548,136.5,28.1%,49.3%,20.3%,38.8%,194.8,62.2%,38.8%,46.2%,47.6%
588,alex de minaur,R,183.0,,58.0,39.0,0.37890972547064733,0.2487991555435774,0.4133453823616094,0.48044123022571306,0.8371934824051408,0.6127255681350118,69.46551724137932,0.6769182576051908,145.0,30.1%,49.6%,23.4%,41.9%,205.7,59.0%,41.9%,46.2%,58.6%
589,jaume munar,R,183.0,,36.0,15.0,0.37967203591349696,0.22732110263280336,0.38658619430678265,0.5092044973430423,0.7463017238752534,0.6183781919421576,84.83333333333333,0.6185004339514861,140.1,31.9%,49.4%,22.4%,36.4%,195.9,56.2%,36.4%,53.3%,50.0%
590,yannick hanfmann,R,193.0,,2.0,0.0,0.2909803921568628,0.04545454545454547,0.07142857142857142,0.5571428571428572,0.6590909090909092,0.651098901098901,30.5,0.5448717948717949,,,,,,62.0,52.9%,9.1%,0.0%,0.0%
591,jozef kovalik,R,183.0,,8.0,0.0,0.2931614244694582,0.10047348484848484,0.41666666666666663,0.415625,0.6155303030303031,0.6076072898152337,54.125,0.5650106203435643,,,,,,,,,,
592,mackenzie mcdonald,R,178.0,,21.0,9.0,0.3477097148965906,0.18557858631051524,0.4698645270073842,0.6354807890522176,0.7267413727442475,0.6126515479411447,54.285714285714285,0.6059179346604185,136.2,27.1%,48.1%,18.9%,42.1%,211.3,63.6%,42.1%,55.6%,50.0%
594,hubert hurkacz,R,196.0,,48.0,25.0,0.35165926340979864,0.18818644252419403,0.37292609011359,0.6152500583566761,0.8245676666033123,0.640324986542682,53.520833333333336,0.6586128598119646,129.4,27.0%,47.1%,17.5%,37.8%,205.9,65.2%,37.8%,57.1%,45.8%
595,ilya ivashka,R,193.0,,13.0,4.0,0.36665643569168577,0.19839615512692438,0.31206827360673517,0.6006008948316641,0.7121344593064051,0.5989651637436582,57.76923076923077,0.5948830488226071,,,,,,,,,,
596,ugo humbert,L,188.0,,38.0,16.0,0.3489672332054861,0.207755131865039,0.38686985529090795,0.603654094443568,0.7996049646982868,0.6004164263084408,75.42105263157895,0.647358285187538,133.4,26.4%,48.9%,19.1%,39.0%,164.1,62.4%,39.0%,26.7%,36.0%
597,guido andreozzi,R,183.0,,19.0,6.0,0.36401078804635584,0.19952245353907402,0.44060632350106027,0.5906003310415074,0.6918195108984582,0.6168989090235703,57.36842105263158,0.5881259571454077,,,,,,,,,,
598,reilly opelka,R,211.0,,50.0,27.0,0.27740782477843656,0.10251573864731757,0.2652380952380953,0.5409992784992786,0.9095041720806427,0.6445138781743062,63.52,0.716014303969743,100.9,21.0%,41.3%,9.8%,28.8%,199.3,66.1%,28.8%,52.4%,52.0%
599,cristian garin,R,185.0,,56.0,32.0,0.3695398568252618,0.23985434208648485,0.43370052566481126,0.6101777191062906,0.7706655884964707,0.605697879463153,62.07142857142857,0.6316682208168612,141.1,29.3%,48.9%,22.4%,40.5%,233.6,64.6%,40.5%,73.3%,55.2%
600,juan ignacio londero,R,180.0,,41.0,20.0,0.3628102343051419,0.21587716444244417,0.36833198327761485,0.5708925221120342,0.8051235557046175,0.6066299410088538,74.48780487804878,0.6479062678720238,135.3,28.3%,49.8%,20.7%,36.5%,200.6,64.1%,36.5%,50.0%,50.0%
601,lloyd harris,R,193.0,,21.0,8.0,0.3216713918864579,0.1652996474425046,0.4950159861924569,0.5093037214885955,0.6974261188546903,0.6095906104033776,70.42857142857143,0.6006547047141075,,,,,,,,,,
602,pedro sousa,R,180.0,,6.0,0.0,0.3240060783399467,0.1718644781144781,0.5277777777777778,0.576388888888889,0.5298160173160174,0.6468783979129611,69.66666666666667,0.5169988741127436,,,,,,,,,,
603,hugo dellien,R,180.0,,25.0,9.0,0.3833367932473626,0.24975251941041418,0.3534632034632035,0.5294296872717925,0.6829226329226329,0.7267242370837712,74.44,0.5891519654862909,,,,,,,,,,
604,felix auger aliassime,R,193.0,,54.0,32.0,0.35128339982223983,0.2018153566356181,0.42630579297245963,0.619288427621761,0.7981728149190309,0.652781309301347,52.092592592592595,0.6516357715704916,,,,,,,,,,
605,prajnesh gunneswaran,L,188.0,,18.0,5.0,0.29818305461700684,0.11339446682583938,0.24328703703703702,0.4677910052910053,0.7229933193168487,0.6065483489822591,79.33333333333333,0.6047242496603535,,,,,,,,,,
606,miomir kecmanovic,R,183.0,,44.0,23.0,0.35640440097848186,0.20360160890137377,0.34823859041949384,0.5368025947650561,0.8068906286820727,0.621506326644848,68.95454545454545,0.661955238974235,136.4,24.9%,52.1%,20.1%,39.3%,209.8,64.7%,39.3%,62.5%,43.3%
607,casper ruud,R,183.0,,38.0,19.0,0.35814723134785786,0.2387052640342114,0.43329061289587606,0.5169765541476069,0.7777131859368702,0.6524423178089465,66.65789473684211,0.6380804492951213,143.4,27.0%,49.3%,22.7%,44.4%,201.1,61.8%,44.4%,63.6%,31.3%
608,lorenzo sonego,R,191.0,,40.0,20.0,0.338846381339237,0.16002771738065852,0.3424305555555557,0.5873116978051189,0.8434947874837583,0.6279677332785512,57.975,0.6727674975588711,119.9,27.8%,44.1%,14.8%,33.2%,192.9,63.5%,33.2%,46.2%,50.0%
609,alexander bublik,R,196.0,,30.0,15.0,0.33240087652775613,0.16458535142038974,0.4093579568579568,0.5039574314574315,0.7847100788883555,0.5877300196310417,74.93333333333334,0.6328932911019562,128.6,26.9%,46.4%,17.1%,38.2%,220.5,56.0%,38.2%,69.2%,57.1%
610,corentin moutet,L,178.0,,14.0,4.0,0.36005141761258386,0.21405551191154903,0.47549250561468603,0.47555522208883555,0.6471054389121615,0.6665058997512902,92.14285714285714,0.5666264378181737,,,,,,,,,,
611,brayden schnur,R,193.0,,9.0,2.0,0.2561589832772055,0.06441798941798942,0.2802469135802469,0.6257326007326007,0.7085497835497836,0.6637328389321223,85.55555555555556,0.5991955163642465,,,,,,,,,,
612,alexei popyrin,R,196.0,,28.0,11.0,0.32184709290927865,0.14502217323562963,0.3451980792316926,0.6888502866181438,0.7891736200062163,0.6044149011786545,44.75,0.635468675400696,115.7,24.9%,43.2%,14.3%,33.3%,173.6,65.8%,33.3%,20.0%,54.5%
613,stefano travaglia,R,185.0,,11.0,5.0,0.36157838025975425,0.1971014492753623,0.38292011019283745,0.5343822843822844,0.8268473427850378,0.5137880695176622,73.72727272727273,0.6544801239415631,,,,,,,,,,
614,soon woo kwon,R,180.0,,11.0,4.0,0.353289702004326,0.1849578451851179,0.252994227994228,0.6776859504132232,0.774450642681868,0.6329729290751244,57.90909090909091,0.6189409395582699,,,,,,,,,,
615,antoine hoang,R,183.0,,9.0,3.0,0.34991700797863495,0.19455636955636957,0.34578700166935455,0.5003052503052503,0.662960431381484,0.6527691277627068,54.55555555555556,0.569669988944665,,,,,,,,,,
616,kamil majchrzak,R,183.0,,8.0,2.0,0.32309718436168977,0.11017914894559631,0.36099439775910364,0.4734432234432234,0.7359205910460662,0.5696925364690433,60.5,0.6258276236727032,,,,,,,,,,
617,gregoire barrere,R,183.0,,12.0,6.0,0.34517683617328015,0.20435495303916354,0.43193392255892255,0.6016358641358641,0.7340701381195937,0.6244358181618455,51.916666666666664,0.6110586422265593,,,,,,,,,,
618,egor gerasimov,R,196.0,,14.0,7.0,0.34854714038873474,0.13815301761730334,0.23619614512471654,0.557202881152461,0.7974914965986394,0.6706650993818736,53.714285714285715,0.6546311114101957,,,,,,,,,,
619,dominik koepfer,L,180.0,,8.0,4.0,0.3539668846399716,0.16822133458646615,0.33298992673992667,0.6011817226890757,0.7545435014864362,0.5976114555278947,61.25,0.6060870642852497,,,,,,,,,,
620,mikael ymer,R,183.0,,8.0,2.0,0.3460584517520955,0.1728174603174603,0.434375,0.534054834054834,0.6328102453102453,0.6872612851241809,75.625,0.5788879408932104,,,,,,,,,,
621,yasutaka uchiyama,R,183.0,,5.0,2.0,0.3253059065081077,0.18666666666666668,0.39761904761904765,0.4228571428571429,0.7273809523809522,0.6017247117046792,48.8,0.6379094396807659,,,,,,,,,,
622,jannik sinner,R,188.0,,18.0,9.0,0.37205740031813905,0.23193087776421115,0.36697931697931696,0.5893518518518518,0.7994555477011618,0.6030860471072077,47.166666666666664,0.6424165727682575,140.3,30.5%,48.7%,23.6%,37.5%,207.5,58.9%,37.5%,100.0%,11.1%
623,alejandro davidovich fokina,R,183.0,,12.0,3.0,0.3434750967993166,0.2050568712333418,0.3751984126984127,0.4878156565656566,0.645084490672726,0.6876797830162406,46.416666666666664,0.5776239450566004,145.4,30.6%,48.8%,22.0%,44.0%,161.6,52.6%,44.0%,25.0%,40.0%
624,tommy paul,R,185.0,,6.0,2.0,0.39830411068614224,0.2907925407925408,0.48009259259259257,0.5435606060606061,0.7922785547785548,0.6167473474659285,46.5,0.6547313671925908,152.8,27.7%,52.2%,22.9%,50.0%,109.5,59.5%,50.0%,0.0%,0.0%
625,salvatore caruso,R,185.0,,11.0,5.0,0.3908312931722399,0.28471250971250966,0.4911641388914117,0.5658336612882068,0.6601204351204351,0.6767154214263473,44.90909090909091,0.5601312854428564,,,,,,,,,,
626,dennis novak,R,183.0,,8.0,1.0,0.34066796067159144,0.16454326923076923,0.347470238095238,0.5175388755980861,0.7530594405594406,0.6117995779814167,54.125,0.6251858342438816,,,,,,,,,,
627,andrej martin,R,180.0,,1.0,0.0,0.3898305084745763,0.2222222222222222,0.6666666666666666,0.5,0.375,0.7090909090909091,74.0,0.4727272727272727,,,,,,,,,,
629,marcos giron,R,180.0,,6.0,2.0,0.3295594243654205,0.15085470085470085,0.3736985236985237,0.5972222222222221,0.7728487886382623,0.5668553475929757,44.0,0.6170733001979145,,,,,,,,,,
630,attila balazs,R,180.0,,6.0,4.0,0.35118685758397056,0.219017094017094,0.5357142857142857,0.7331228956228957,0.8338360985419807,0.5861837345260535,44.333333333333336,0.6286590274964714,,,,,,,,,,
631,gianluca mager,R,185.0,,2.0,1.0,0.40772604588394057,0.23076923076923078,0.2727272727272727,0.5833333333333333,0.8730769230769231,0.630639097744361,49.0,0.668233082706767,,,,,,,,,,
636,pedro martinez,R,185.0,,1.0,0.0,0.2702702702702703,0.1428571428571429,1.0,0.25,0.25,0.6458333333333334,95.0,0.4375,,,,,,,,,,
639,jenson brooksby,R,188.0,,2.0,1.0,0.42540511584304275,0.3416666666666667,0.5642857142857143,0.5357142857142857,0.7072192513368984,0.5852773826458036,58.0,0.6052275960170697,,,,,,,,,,
641,botic van de zandschulp,R,188.0,,1.0,0.0,0.25,0.0,0.0,0.2,0.5,0.5777777777777777,67.0,0.5111111111111111,,,,,,,,,,
